INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
20301009	2	3	2	9	Treasure3_9	Thánh Thú Lân	Väy KÏ Lân, có ánh sáng vàng. #rTÕi#GTô Châu(355,268) #RVân San San#W#Gð±i Bµ Trân Thú#W, #GTång c¤p sao Bµ Trân Thú#W. #r#GV§t ph¦m giao d¸ch b¢ng Kim Nguyên Bäo chï có th¬ bày bán trong Ti«n Trang LÕc Dß½ng (303,314). 	1	4	1	4	200	-1	-1	1	-1	-1	-1	-1	Ð£c bi®t	1	0	2000	-1	0
20301010	2	3	2	10	PetEquipAmulet1_15	H°n Thánh Thú	H°n phách KÏ Lân, tß½ng truy«n ai có nó s¨ ðßþc thánh KÏ Lân phù hµ. Là nguyên li®u ð¬ Tång c¤p sao Bµ Trân Thú 5 sao tr· lên. #rTÕi#GTô Châu(355,268) #RVân San San#W#GTång c¤p sao Bµ Trân Thú 5 sao tr· lên#W. #r#GV§t ph¦m giao d¸ch b¢ng Kim Nguyên Bäo chï có th¬ bày bán trong Ti«n Trang LÕc Dß½ng (303,314). 	1	4	1	4	200	-1	-1	1	-1	-1	-1	-1	Ð£c bi®t	1	0	2000	-1	1
20301011	2	3	2	11	Treasure3_9	Thánh Thú Lân	#Hüy bö	1	4	1	30	200	-1	-1	1	-1	-1	-1	-1	Ð£c bi®t	1	0	2000	-1	0
20302001	2	3	2	1	OtherTools1_7	Thô Diêm (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302002	2	3	2	2	OtherTools1_8	Tinh Diêm (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302003	2	3	2	3	OtherTools1_9	Häi Diêm (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302004	2	3	2	4	Food2_7	Quª Viên (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302005	2	3	2	5	Food2_8	Täo Nê (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302006	2	3	2	6	Food2_9	Phong M§t (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302007	2	3	2	7	Food2_10	Mµc Nhî (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302008	2	3	2	8	Food2_11	Anh Ðào (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302009	2	3	2	9	Food2_12	ÐÕo Sa (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302010	2	3	2	10	Food2_13	Ð§u Hü (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302011	2	3	2	11	Food2_14	Kê Ðán (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20302012	2	3	2	12	Food2_15	Thông (Hüy bö)	Gia V¸	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20303001	2	3	3	1	OtherTools1_10	Ph± Thông TÕp Li®u (Hüy bö)	Nhi­m Li®u	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20303002	2	3	3	2	OtherTools1_11	Tinh Chª Nhi­m Li®u (Hüy bö)	Nhi­m Li®u	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20303003	2	3	3	3	OtherTools1_12	Thiëm Quang Nhi­m Li®u (Hüy bö)	Nhi­m Li®u	1	10	2	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20304001	2	3	4	1	MenpaiGoods_1	La Hán „n	ÐÕo cø s½ c¤p chuyên dùng cho khai quang.	1	200	50	4	40	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20304002	2	3	4	2	MenpaiGoods_2	Ph§t „n	ÐÕo cø cao c¤p chuyên dùng cho khai quang.	1	1000	250	4	40	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20304003	2	3	4	3	OtherTools1_15	Höa Ðan	ÐÕo cø s½ c¤p chuyên dùng cho Thánh Höa Thu§t.	1	200	50	4	40	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20304004	2	3	4	4	OtherTools1_16	Di­m Ðan	ÐÕo cø cao c¤p chuyên dùng cho Thánh Höa Thu§t.	1	1000	250	4	40	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20304005	2	3	4	5	Corn_10	Kiªn	Mµt chút ðµc trùng, có th¬ dùng ð¬ chª ðµc, làm rßþu.	1	75	15	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	1	0	2000	-1	0
20304006	2	3	4	6	PetFood_9	Ong Ðµc	Mµt chút ðµc trùng, có th¬ dùng ð¬ chª ðµc, làm rßþu.	2	125	25	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	2	0	2000	-1	0
20304007	2	3	4	7	OtherTools2_1	Tri Thù	Vài con trùng ðµc, có th¬ dùng ð¬ chª ðµc, rßþu và thu¯c. 	3	175	35	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	3	0	2000	-1	0
20304008	2	3	4	8	MenpaiLiveSkill_9	Ngô Công	Mµt chút ðµc trùng, có th¬ dùng ð¬ chª ðµc, làm rßþu.	4	225	45	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	4	0	2000	-1	0
20304009	2	3	4	9	OtherTools2_2	HÕt TØ	Mµt chút ðµc trùng, có th¬ dùng ð¬ chª ðµc, làm rßþu.	5	275	55	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	5	0	2000	-1	0
20304010	2	3	4	10	Herbal2_13	Thi«m Th×	Vài con trùng ðµc, có th¬ dùng ð¬ chª ðµc, rßþu và thu¯c. 	6	325	65	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	6	0	2000	-1	0
20304011	2	3	4	11	TaskTools5_12	Ngân Hoàn Xà	Mµt chút ðµc trùng, có th¬ dùng ð¬ chª ðµc, làm rßþu.	7	375	75	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	7	0	2000	-1	0
20304012	2	3	4	12	OtherTools2_3	Kim Hoàn Xà	Mµt chút ðµc trùng, có th¬ dùng ð¬ chª ðµc, làm rßþu.	8	425	85	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	8	0	2000	-1	0
20304013	2	3	4	13	TaskTools5_11	Trúc Di®p Thanh	Vài con trùng ðµc, có th¬ dùng ð¬ chª ðµc, rßþu và thu¯c. 	9	475	95	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	9	0	2000	-1	0
20304014	2	3	4	14	TaskTools5_10	Nhãn Kính Xà	Mµt chút ðµc trùng, có th¬ dùng ð¬ chª ðµc, làm rßþu.	10	525	105	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	10	0	2000	-1	0
20304015	2	3	4	15	TaskTools7_1	Nhãn Kính Vß½ng Xà	Mµt chút ðµc trùng, có th¬ dùng ð¬ chª ðµc, làm rßþu.	11	575	115	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	11	0	2000	-1	0
20304016	2	3	4	16	Herbal2_11	Mãng C± Chu Cáp	Mµt chút ðµc trùng, có th¬ dùng ð¬ chª ðµc, làm rßþu.	12	625	125	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Phø	12	0	2000	-1	0
20304017	2	3	4	17	OtherTools2_4	Tuyên Chï	Gi¤y dùng cho công ngh® ho£c chª tÕo bùa.	1	200	50	4	40	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20304018	2	3	4	18	OtherTools2_5	Quyên Chï	Gi¤y dùng cho công ngh® ho£c chª tÕo bùa.	1	1000	250	4	40	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20304019	2	3	4	19	OtherTools2_6	Phù Chï	Gi¤y dùng cho công ngh® ho£c chª tÕo bùa.	1	5000	350	4	40	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20304020	2	3	4	20	OtherTools2_7	Bång Tinh	ÐÕo cø s½ c¤p chuyên dùng cho Huy«n Bång thu§t.	1	200	50	4	40	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20304021	2	3	4	21	OtherTools2_8	Hàn Tinh	ÐÕo cø trung c¤p chuyên dùng cho Huy«n Bång thu§t.	1	1000	250	4	40	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20304022	2	3	4	22	OtherTools2_9	Di­u Tinh	ÐÕo cø cao c¤p chuyên dùng cho Huy«n Bång thu§t.	1	5000	1250	4	40	-1	-1	1	-1	-1	-1	-1	TÕp V§t	1	0	2000	-1	0
20306001	2	3	6	1	Medicine2_7	CØu Chuy¬n Kim Ðan (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo dßþc ph¦m c¤p 9.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306002	2	3	6	2	Medicine2_8	Th§p Chuy¬n Kim Ðan (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo dßþc ph¦m c¤p 10.	10	10000	2500	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	10	0	2000	-1	0
20306003	2	3	6	3	Medicine2_9	Th§p Nh¤t Chuy¬n Kim Ðan (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo dßþc ph¦m c¤p 11.	11	11000	2750	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	11	0	2000	-1	0
20306004	2	3	6	4	Medicine2_10	Th§p Nh¸ Chuy¬n Kim Ðan (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo dßþc ph¦m c¤p 12.	12	12000	3000	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	12	0	2000	-1	0
20306005	2	3	6	5	MenpaiGoods_9	CØu Chuy¬n Cang Nhçn (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo vû khí 9.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306006	2	3	6	6	MenpaiGoods_10	Th§p Chuy¬n Cang Nhçn (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo vû khí 10.	10	10000	2500	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	10	0	2000	-1	0
20306007	2	3	6	7	MenpaiGoods_11	Th§p Nh¤t Chuy¬n Cang Nhçn (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo vû khí 11.	11	11000	2750	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	11	0	2000	-1	0
20306008	2	3	6	8	MenpaiGoods_12	Th§p Nh¸ Chuy¬n Cang Nhçn (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo vû khí 12.	12	12000	3000	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	12	0	2000	-1	0
20306009	2	3	6	9	MenpaiGoods_9	CØu Chuy¬n Ti Tuyªn (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo phong b¸ 9.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306010	2	3	6	10	MenpaiGoods_10	Th§p Chuy¬n Ti Tuyªn (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo phong b¸ 10.	10	10000	2500	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	10	0	2000	-1	0
20306011	2	3	6	11	MenpaiGoods_11	Th§p Nh¤t Chuy¬n Ti Tuyªn (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo phong b¸ 11.	11	11000	2750	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	11	0	2000	-1	0
20306012	2	3	6	12	MenpaiGoods_12	Th§p Nh¸ Chuy¬n Ti Tuyªn (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo phong b¸ 12.	12	12000	3000	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	12	0	2000	-1	0
20306013	2	3	6	13	MenpaiGoods_9	CØu Chuy¬n H± Phách (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo trang sÑc 9.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306014	2	3	6	14	MenpaiGoods_10	Th§p Chuy¬n H± Phách (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo trang sÑc 10.	10	10000	2500	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	10	0	2000	-1	0
20306015	2	3	6	15	MenpaiGoods_11	Th§p Nh¤t Chuy¬n H± Phách (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo trang sÑc 11.	11	11000	2750	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	11	0	2000	-1	0
20306016	2	3	6	16	MenpaiGoods_12	Th§p Nh¸ Chuy¬n H± Phách (Hüy bö)	Nguyên li®u c¥n thiªt cho chª tÕo trang sÑc 12.	12	12000	3000	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	12	0	2000	-1	0
20306017	2	3	6	17	MenpaiGoods_9	CØu Chuy¬n V¸ Tinh (Hüy bö)	Nguyên li®u c¥n thiªt cho chª biªn món ån 9.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306018	2	3	6	18	MenpaiGoods_10	Th§p Chuy¬n V¸ Tinh (Hüy bö)	Nguyên li®u c¥n thiªt cho chª biªn món ån 10.	10	10000	2500	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	10	0	2000	-1	0
20306019	2	3	6	19	MenpaiGoods_11	Th§p Nh¤t Chuy¬n V¸ Tinh (Hüy bö)	Nguyên li®u c¥n thiªt ð¬ chª biªn thñc ph¦m c¤p 11.	11	11000	2750	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	11	0	2000	-1	0
20306020	2	3	6	20	MenpaiGoods_12	Th§p Nh¸ Chuy¬n V¸ Tinh (Hüy bö) 	Nguyên li®u c¥n thiªt ð¬ chª biªn thñc ph¦m c¤p 12.	12	12000	3000	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	12	0	2000	-1	0
20306021	2	3	6	21	TaskTools2_15	Ph§t Quang Xá Lþi (Hüy bö)	V§t ph¦m c¥n thiªt cho Khai Quang c¤p 9 tr· lên.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306022	2	3	6	22	MenpaiGoods_6	B¤t Di®t Thánh Höa (Hüy bö)	V§t ph¦m c¥n thiªt cho Thánh Höa Thu§t c¤p 9 tr· lên.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306023	2	3	6	23	Medicine2_6	Chân Võ Kim Ðan (Hüy bö)	V§t ph¦m c¥n thiªt cho Luy®n Ðan c¤p 9 tr· lên.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306024	2	3	6	24	Scroll_5	Thiên NgoÕi Phi Phù (Hüy bö)	V§t ph¦m c¥n thiªt cho Chª Phù c¤p 9 tr· lên.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306025	2	3	6	25	MenpaiGoods_16	Løc MÕch Th¥n C± (Hüy bö)	V§t ph¦m c¥n thiªt cho Chª C± c¤p 9 tr· lên	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306026	2	3	6	26	Meet_12	Cách DÕ C¦u Nhøc (Hüy bö)	V§t ph¦m c¥n thiªt cho Nhßþng TØu c¤p 9 tr· lên.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306027	2	3	6	27	Scroll_6	MÛ Nhân H÷a Thiªp (Hüy bö)	V§t ph¦m c¥n thiªt cho KÏ Môn Ðµn Giáp c¤p 9 tr· lên.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306028	2	3	6	28	Ability_Ambush	Thiên Niên Ðµc Lão (Hüy bö)	V§t ph¦m c¥n thiªt cho Chª ðµc c¤p 9 tr· lên.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20306029	2	3	6	29	MenpaiGoods_9	Vô Cñc Bång Khoái (Hüy bö)	V§t ph¦m c¥n thiªt cho Huy«n Bång c¤p 9 tr· lên.	9	9000	2250	4	20	-1	-1	1	-1	-1	-1	-1	TÕp V§t	9	0	2000	-1	0
20307001	2	3	7	1	TaskTools5_5	Nhi­m Phát T­	Dßþc thu¯c th¥n kÏ ðßþc chª biªn t× nhi«u loÕi dßþc thäo, có th¬ tìm sß phø nhuµm tóc #RHà Linh Chi #Y· #GLÕc Dß½ng #Ygiúp các hÕ nhuµm mµt màu tóc thích hþp.	10	1000000	1	4	20	-1	-1	1	-1	-1	-1	-1	ÐÕo cø ð£c thù	1	0	2005	-1	0
20307002	2	3	7	2	TaskTools5_5	Nhi­m Phát T­	Dßþc thu¯c th¥n kÏ ðßþc chª biªn t× nhi«u loÕi dßþc thäo, có th¬ tìm sß phø nhuµm tóc #RHà Linh Chi #Y· #GLÕc Dß½ng #Ygiúp các hÕ nhuµm mµt màu tóc thích hþp.	10	1000000	1	30	20	-1	-1	1	-1	-1	-1	-1	ÐÕo cø ð£c thù	1	0	2005	-1	0
20307003	2	3	7	3	Charm8_13	Thoa La D¸ch: C± Mµc Khôi	Tß½ng truy«n Thoa La Thø cä ð¶i chï kªt mµt quä, bôi nß¾c quä này lên m£t có th¬ khiªn dung nhan rÕng rÞ sáng ng¶i.#rMang ðÕo cø này ðªn #GLÕc Dß½ng#W tìm sß phø làm ð©p #RNhan Nhß Ng÷c#W có th¬ thay ð±i hình bi¬u tßþng thành ki¬u: C± Mµc Khôi.#r#c00FF00 (Hi®u lñc 30 ngày)	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	ÐÕo cø ð£c thù	1	0	2005	-1	0
20307004	2	3	7	4	Charm8_13	Thoa La D¸ch: Höa Vân H°ng	Tß½ng truy«n Thoa La Thø cä ð¶i chï kªt mµt quä, bôi nß¾c quä này lên m£t có th¬ khiªn dung nhan rÕng rÞ sáng ng¶i.#rMang ðÕo cø này ðªn #GLÕc Dß½ng#W tìm sß phø làm ð©p #RNhan Nhß Ng÷c#W có th¬ thay ð±i hình bi¬u tßþng thành ki¬u: Höa Vân H°ng.#r#c00FF00 (Hi®u lñc 30 ngày)	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	ÐÕo cø ð£c thù	1	0	2005	-1	0
20307100	2	3	7	100	PeiFang_5	Nhß Ý Phát Hình Ð°	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành nhß ý mu¯n.	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307101	2	3	7	101	PeiFang_5	Ki¬u Tóc Lßu Vân	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Lßu vân phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307102	2	3	7	102	PeiFang_5	Ki¬u Tóc Du Tiên	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Du Tiên	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307103	2	3	7	103	PeiFang_5	Ki¬u Tóc Lßu Tß	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Lßu tß phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307104	2	3	7	104	PeiFang_5	Ki¬u Tóc Cänh Diêu	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Cänh dao phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307105	2	3	7	105	PeiFang_5	Ki¬u Tóc Ði®p Vû	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Ði®p vû phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307106	2	3	7	106	PeiFang_5	Ki¬u Tóc Trß¶ng ºc	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Trß¶ng Ñc phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307107	2	3	7	107	PeiFang_5	Ki¬u Tóc Hoàn Häi	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Hoàn häi phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307108	2	3	7	108	PeiFang_5	Ki¬u Tóc B¤n Hoa	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành B¤n hoa phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307109	2	3	7	109	PeiFang_5	Ki¬u Tóc LÕc Huy«n	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành LÕc huy«n phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307110	2	3	7	110	PeiFang_5	Ki¬u Tóc Bäo C¦m	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Bäo c¦m phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307111	2	3	7	111	PeiFang_5	Ki¬u Tóc Di®u Phong	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Di®u phong phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307112	2	3	7	112	PeiFang_5	Ki¬u Tóc Huy Nguy®t	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Huy nguy®t phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307113	2	3	7	113	PeiFang_5	Ki¬u Tóc Thiên Kªt	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Thiên kªt phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307114	2	3	7	114	PeiFang_5	Ki¬u Tóc Phøng Kªt	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Phßþng kªt phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307115	2	3	7	115	PeiFang_5	Ki¬u Tóc Nh§p Vân	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Nh§p vân phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307116	2	3	7	116	PeiFang_5	Ki¬u Tóc Vân B¤n	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Vân b¤n phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307117	2	3	7	117	PeiFang_5	Ki¬u Tóc Truy Tß	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Truy tß phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307118	2	3	7	118	PeiFang_5	Ki¬u Tóc Hành Vân	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Hàng vân phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
20307119	2	3	7	119	PeiFang_5	Ki¬u Tóc Thi«n Dñc	Nªu mu¯n thØ Ki¬u tóc có th¬ tìm ðªn Thþ Làm Tóc #RYªn Nhß Tuyªt tÕi #GLÕc Dß½ng#W làm tóc cüa bän thân chuy¬n thành Thi«n dñc phát	10	500000	1	4	20	-1	-1	1	-1	-1	-1	-1	Ki¬u Tóc	1	0	2005	-1	0
