INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
450	KÜ Thu§t: HÕc	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: HÕc	-1	-1
451	KÜ Thu§t: Thanh Phßþng	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Thanh Phßþng	-1	-1
452	KÜ Thu§t: Mao ngßu	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Mao ngßu	-1	-1
453	KÜ Thu§t: Lµc	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Lµc	-1	-1
454	KÜ Thu§t: Ðiêu	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Ðiêu	-1	-1
455	KÜ Thu§t: Khôi Lang	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Khôi Lang	-1	-1
456	KÜ Thu§t: BÕch H±	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: BÕch H±	-1	-1
457	KÜ Thu§t: Thanh BÕch Thông Mã	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Thanh BÕch Thông Mã	-1	-1
458	KÜ Thu§t: BÕch LÕc Ðà	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: BÕch LÕc Ðà	-1	-1
459	KÜ Thu§t: Kim Dñc HÕc	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Kim Dñc HÕc	-1	-1
460	KÜ Thu§t: H°ng BÕch Phßþng	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: H°ng BÕch Phßþng	-1	-1
461	KÜ Thu§t: BÕch mao ngßu	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: BÕch mao ngßu	-1	-1
462	KÜ Thu§t: BÕch Lµc	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: BÕch Lµc	-1	-1
463	KÜ Thu§t: BÕch Ðiêu	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: BÕch Ðiêu	-1	-1
464	KÜ Thu§t: BÕch Lang	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: BÕch Lang	-1	-1
465	Tuy«n Tinh Tán Dßþc Phß½ng	30005025	1	2	3	20101005	2	20101006	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 1 loÕi A s½ c¤p	-1	-1
466	Thiên Xích Ðan Dßþc Phß½ng	30005026	1	2	3	20101005	2	20101007	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 2 loÕi A s½ c¤p	-1	-1
467	Tích L¸ch Tán Dßþc Phß½ng	30005027	1	2	3	20101006	2	20101007	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 3 loÕi A s½ c¤p	-1	-1
468	Qui Tâm Hoàn Dßþc Phß½ng	30005028	1	2	3	20101006	2	20101007	2	20304007	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 4 loÕi A s½ c¤p	-1	-1
469	Bång Long Ðan Dßþc Phß½ng	30005033	1	2	6	20101014	3	20101015	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 1 loÕi A trung c¤p	-1	-1
470	Qui Giáp Tán Dßþc Phß½ng	30005034	1	2	6	20101015	3	20101016	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 2 loÕi A trung c¤p	-1	-1
471	Kim Lôi Hoàn Dßþc Phß½ng	30005035	1	2	6	20101016	3	20101014	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 3 loÕi A trung c¤p	-1	-1
472	Ngû Ðµc Tán Dßþc Phß½ng	30005036	1	2	6	20101016	3	20101014	3	20304010	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 4 loÕi A trung c¤p	-1	-1
473	Tiên Ðan Bång Lan Dßþc Phß½ng	30005041	1	2	9	20101023	5	20101024	7	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 1 loÕi A cao c¤p	-1	-1
474	Tiên Ðan TÜ Tà Dßþc Phß½ng	30005042	1	2	9	20101023	5	20101024	7	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 2 loÕi A cao c¤p	-1	-1
475	Tiên Ðan Huy«n Viêm Dßþc Phß½ng	30005043	1	2	9	20101023	6	20101024	6	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 3 loÕi A cao c¤p	-1	-1
476	Tiên Ðan Phøng Châu Dßþc Phß½ng	30005044	1	2	9	20101023	7	20101024	5	20304013	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	-1	Pha chª Dßþc 4 loÕi A cao c¤p	-1	-1
477	S½ C¤p Ph¯i Phß½ng Ngû C¯c	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	SØ døng mµt s¯ ngû c¯c s½ c¤p, nhß: #GTi¬u mÕch, GÕo, Ngô#W tÕo ra thÑc ån. #r#c54FF00 (Tiêu hóa 10 ði¬m hoÕt lñc, änh hß·ng ðªn c¤p kÛ nång dßÞng sinh) 	-1	-1
478	S½ C¤p Ph¯i Phß½ng TÕp V§t	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	SØ døng mµt s¯ #Gngû c¯c s½ c¤p#W tÕo ra thÑc ån. #r#c54FF00 (Tiêu hóa 10 ði¬m hoÕt lñc, änh hß·ng ðªn c¤p kÛ nång dßÞng sinh) 	-1	-1
479	Trung C¤p Ph¯i Phß½ng Ngû C¯c	-1	-1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	SØ døng mµt s¯ ngû c¯c trung c¤p, nhß: #GLÕc, Khoai Lang, Cao lß½ng#W tÕo ra thÑc ån. #r#c54FF00 (Tiêu hóa 15 ði¬m hoÕt lñc, änh hß·ng ðªn c¤p kÛ nång dßÞng sinh) 	-1	-1
480	Trung C¤p Ph¯i Phß½ng TÕp V§t	-1	-1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	SØ døng mµt s¯ #Gngû c¯c trung c¤p#W tÕo ra thÑc ån. #r#c54FF00 (Tiêu hóa 15 ði¬m hoÕt lñc, änh hß·ng ðªn c¤p kÛ nång dßÞng sinh) 	-1	-1
481	Cao C¤p Ph¯i Phß½ng Ngû C¯c	-1	-1	1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	SØ døng mµt s¯ ngû c¯c trung c¤p, nhß: #GChi mã, Løc ð§u, Hoàng ð§u, Tàm ð§u#W tÕo ra thÑc ån. #r#c54FF00 (Tiêu hóa 23 ði¬m hoÕt lñc, änh hß·ng ðªn c¤p kÛ nång dßÞng sinh) 	-1	-1
482	Cao C¤p Ph¯i Phß½ng TÕp V§t	-1	-1	1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	SØ døng mµt s¯ #Gngû c¯c trung c¤p#W tÕo ra thÑc ån. #r#c54FF00 (Tiêu hóa 23 ði¬m hoÕt lñc, änh hß·ng ðªn c¤p kÛ nång dßÞng sinh) 	-1	-1
483	Dß½ng Xuân Di®n Thñc Ph±	30102006	1	1	3	20104001	2	20105013	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	Ngû c¯c s½ c¤p A công thÑc 1	-1	-1
484	Nam Qua Hàm PhÕn Thñc Ph±	30102007	1	1	3	20104002	2	20105014	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	Ngû c¯c s½ c¤p A công thÑc 2	-1	-1
485	Xích Ð§u Ph§t Thü Thñc Ph±	30102008	1	1	3	20104003	2	20105015	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	Ngû c¯c s½ c¤p A công thÑc 3	-1	-1
486	Mai Can M­ PhÕn Thñc Ph±	30102009	1	1	3	20104001	2	20105013	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	Ngû c¯c s½ c¤p A công thÑc 4	-1	-1
487	Kê D¥u LÕc Bính Thñc Ph±	30102010	1	1	3	20104002	2	20105014	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	Ngû c¯c s½ c¤p A công thÑc 5	-1	-1
488	Khu¦n TØ Miên Thñc Ph±	30102016	1	1	6	20104004	3	20105016	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	ThÑc ån phø s½ c¤p A công thÑc 1	-1	-1
489	Thiên T¥ng Phát Cao Thñc Ph±	30102017	1	1	6	20104005	3	20105017	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	ThÑc ån phø s½ c¤p A công thÑc 2	-1	-1
490	BÕt Ty Cam ThØ Thñc Ph±	30102018	1	1	6	20104006	3	20105018	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	ThÑc ån phø s½ c¤p A công thÑc 3	-1	-1
491	Nãi Du Tiên Bính Thñc Ph±	30102019	1	1	6	20104004	3	20105016	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	ThÑc ån phø s½ c¤p A công thÑc 4	-1	-1
492	Tß½ng Tß H°ng Ð§u Trúc Thñc Ph±	30102020	1	1	6	20104005	3	20105017	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	Ngû c¤p trung c¤p A công thÑc 1	-1	-1
493	Thüy Áp Nhu§n Phª Thang Thñc Ph±	30102026	1	1	9	20104007	6	20105019	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	Ngû c¯c trung c¤p A công thÑc 2	-1	-1
494	HÕch Ðào Kê Ðinh Thñc Ph±	30102027	1	1	9	20104008	6	20105020	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	Ngû c¯c trung c¤p A công thÑc 3	-1	-1
495	Ngß Hß½ng Toái BÕch Nhøc Thñc Ph±	30102028	1	1	9	20104009	6	20105021	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	Ngû c¯c trung c¤p A công thÑc 4	-1	-1
496	S½n Tiêu Túy Kê Si Thñc Ph±	30102029	1	1	9	20104010	6	20105022	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	Ngû c¯c trung c¤p A công thÑc 5	-1	-1
497	Hoàng D¥u BÕt Ngß Thñc Ph±	30102030	1	1	9	20104010	6	20105019	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	20	3000	-1	-1	ThÑc ån phø trung c¤p A công thÑc 1	-1	-1
498	Häi Ðai Ngßu Nhøc Thang Thñc Ph±	30103006	1	1	3	20102037	2	20102025	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	ThÑc ån phø trung c¤p A công thÑc 2	-1	-1
499	Can TÕc TÑc Ngß Thñc Ph±	30103007	1	1	3	20102037	2	20102026	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	ThÑc ån phø trung c¤p A công thÑc 3	-1	-1
500	Mµc Nhî Trß Nhøc Phiªn Thñc Ph±	30103008	1	1	3	20102037	2	20102027	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	ThÑc ån phø trung c¤p A công thÑc 4	-1	-1
501	Khäo Nhøc Cái PhÕn Thñc Ph±	30103009	1	1	3	20102037	2	20102025	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Ngû c¯c cao c¤p A công thÑc 1	-1	-1
502	Ôi Khäo Khuê Ngß Thñc Ph±	30103014	1	1	6	20102038	3	20102028	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Ngû c¯c cao c¤p A công thÑc 2	-1	-1
503	Xuyên Nhøc Ty Thñc Ph±	30103015	1	1	6	20102038	3	20102029	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Ngû c¯c cao c¤p A công thÑc 3	-1	-1
504	Uy¬n TØ Si Thñc Ph±	30103016	1	1	6	20102038	3	20102030	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Ngû c¯c cao c¤p A công thÑc 4	-1	-1
505	Diêm Ti­n Nhøc Thñc Ph±	30103017	1	1	6	20102038	3	20102028	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Ngû c¯c cao c¤p A công thÑc 5	-1	-1
506	Ma LÕt Áp Châm Thñc Ph±	30103022	1	1	9	20102039	6	20102031	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	ThÑc ån phø cao c¤p A công thÑc 1	-1	-1
507	Hß½ng Cô C¯t Kê Thñc Ph±	30103023	1	1	9	20102039	6	20102032	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	ThÑc ån phø cao c¤p A công thÑc 2	-1	-1
508	Phï Thúy Song Ðông Ð« Bàng Thñc Ph±	30103024	1	1	9	20102039	6	20102033	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	ThÑc ån phø cao c¤p A công thÑc 3	-1	-1
509	S½n Tiêu Chßng Hoän Ngß Thñc Ph±	30103025	1	1	9	20102039	6	20102048	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	ThÑc ån phø cao c¤p công thÑc 4	-1	-1
510	Bùa ð¸nh v¸ màu h°ng (C¤p 1)	30501017	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu h°ng (C¤p 1)	-1	-1
511	Bùa ð¸nh v¸ màu xanh lam (C¤p 1)	30501018	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu xanh lam (C¤p 1)	-1	-1
512	Bùa ð¸nh v¸ màu tr¡ng (C¤p 1)	30501019	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu tr¡ng (C¤p 1)	-1	-1
513	Bùa ð¸nh v¸ màu xanh løc (C¤p 1)	30501020	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu xanh løc (C¤p 1)	-1	-1
514	Bùa ð¸nh v¸ màu vàng (C¤p 1)	30501021	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu vàng (C¤p 1)	-1	-1
515	Bùa ð¸nh v¸ màu tím (C¤p 1)	30501022	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu tím (C¤p 1)	-1	-1
516	Bùa ð¸nh v¸ màu h°ng (C¤p 2)	30501023	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu h°ng (C¤p 2)	-1	-1
517	Bùa ð¸nh v¸ màu xanh lam (C¤p 2)	30501024	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu xanh lam (C¤p 2)	-1	-1
518	Bùa ð¸nh v¸ màu tr¡ng (C¤p 2)	30501025	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu tr¡ng (C¤p 2)	-1	-1
519	Bùa ð¸nh v¸ màu xanh løc (C¤p 2)	30501026	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu xanh løc (C¤p 2)	-1	-1
520	Bùa ð¸nh v¸ màu vàng (C¤p 2)	30501027	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu vàng (C¤p 2)	-1	-1
521	Bùa ð¸nh v¸ màu tím (C¤p 2)	30501028	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu tím (C¤p 2)	-1	-1
522	Bùa ð¸nh v¸ màu h°ng (C¤p 3)	30501029	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu h°ng (C¤p 3)	-1	-1
523	Bùa ð¸nh v¸ màu xanh løc (C¤p 3)	30501030	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu xanh løc (C¤p 3)	-1	-1
524	Bùa ð¸nh v¸ màu tr¡ng (C¤p 3)	30501031	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu tr¡ng (C¤p 3)	-1	-1
525	Bùa ð¸nh v¸ màu xanh løc (C¤p 3)	30501032	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu xanh løc (C¤p 3)	-1	-1
526	Bùa ð¸nh v¸ màu vàng (C¤p 3)	30501033	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu vàng (C¤p 3)	-1	-1
527	Bùa ð¸nh v¸ màu tím (C¤p 3)	30501034	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Bùa ð¸nh v¸ màu tím (C¤p 3)	-1	-1
528	Hàn Tuy«n KÏ Thüy Ph¯i Phß½ng	30005045	1	2	1	20502011	5	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	-1	Ta ði«n r°i	-1	-1
529	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
530	Tiên Læ Tình Duyên ð° tß¶ng	10124071	1	5	3	20103105	1	20103114	11	20103117	2	20308073	1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	700960	-1	-1	-1	-1
531	Hoàng kim chiªn giáp ð° tß¶ng	10124088	1	5	3	20103105	1	20103114	50	20103117	10	20308073	1	-1	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	700960	-1	-1	-1	-1
532	KÜ Thu§t: Bích Thüy Kim Tinh Thú	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	KÜ Thu§t: Bích Thüy Kim Tinh Thú	-1	-1
533	LÕc Huy«n Ðan Ph¯i Phß½ng	30203037	1	18	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
534	Toái Huy«n Ðan Ph¯i Phß½ng	30203038	1	18	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
535	Th¯i Th¥n Höa Ph¯i Phß½ng	30203039	1	12	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
536	Di®t Thiên Höa Ph¯i Phß½ng	30203040	1	12	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
537	Ph® Tâm Ðµc Ph¯i Phß½ng	30203041	1	16	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
538	Phø C¯t Ðµc Ph¯i Phß½ng	30203042	1	16	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
539	Bång Huy«n Tinh Ph¯i Phß½ng	30203043	1	14	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
540	Sß½ng Nguy®t Tinh Ph¯i Phß½ng	30203044	1	14	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ta ði«n r°i	-1	-1
541	Tiên Thu§t: Huy­n Vû	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	Tiên Thu§t: Huy­n Vû	-1	-1
542	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
543	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
544	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
545	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
546	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
547	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
548	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
549	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
550	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
551	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
552	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
