INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
2132	16376	50	-1	8422	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1446	50	50	1441	50	50	14	1446	50	50	1441	50	50	14	-1	-1	1614	538	16	-1	-1	-1	-1	1320	1320	1320	1320	1320	16	34	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2133	16497	50	-1	8484	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1457	50	50	1452	50	50	14	1457	50	50	1452	50	50	14	-1	-1	1626	542	16	-1	-1	-1	-1	1330	1330	1330	1330	1330	16	34	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2134	16617	50	-1	8546	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1468	50	50	1463	50	50	14	1468	50	50	1463	50	50	14	-1	-1	1638	546	16	-1	-1	-1	-1	1340	1340	1340	1340	1340	16	35	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2135	16738	50	-1	8608	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1478	50	50	1473	50	50	14	1478	50	50	1473	50	50	14	-1	-1	1650	550	17	-1	-1	-1	-1	1350	1350	1350	1350	1350	17	35	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2136	16858	50	-1	8670	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1489	50	50	1484	50	50	14	1489	50	50	1484	50	50	14	-1	-1	1662	554	17	-1	-1	-1	-1	1360	1360	1360	1360	1360	17	36	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2137	16979	50	-1	8732	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1500	50	50	1495	50	50	14	1500	50	50	1495	50	50	14	-1	-1	1674	558	17	-1	-1	-1	-1	1370	1370	1370	1370	1370	17	36	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2138	17099	50	-1	8794	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1510	50	50	1505	50	50	14	1510	50	50	1505	50	50	14	-1	-1	1686	562	17	-1	-1	-1	-1	1380	1380	1380	1380	1380	17	37	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2139	17220	50	-1	8856	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1521	50	50	1516	50	50	14	1521	50	50	1516	50	50	14	-1	-1	1698	566	17	-1	-1	-1	-1	1390	1390	1390	1390	1390	17	37	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2140	17340	50	-1	8917	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1532	50	50	1527	50	50	14	1532	50	50	1527	50	50	14	-1	-1	1710	570	18	-1	-1	-1	-1	1400	1400	1400	1400	1400	18	38	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2141	17461	50	-1	8979	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1542	50	50	1537	50	50	14	1542	50	50	1537	50	50	14	-1	-1	1722	574	18	-1	-1	-1	-1	1410	1410	1410	1410	1410	18	38	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2142	17581	50	-1	9041	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1553	50	50	1548	50	50	14	1553	50	50	1548	50	50	14	-1	-1	1734	578	18	-1	-1	-1	-1	1420	1420	1420	1420	1420	18	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2143	17702	50	-1	9103	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1564	50	50	1559	50	50	14	1564	50	50	1559	50	50	14	-1	-1	1746	582	18	-1	-1	-1	-1	1430	1430	1430	1430	1430	18	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2144	17822	50	-1	9165	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1574	50	50	1569	50	50	14	1574	50	50	1569	50	50	14	-1	-1	1758	586	19	-1	-1	-1	-1	1440	1440	1440	1440	1440	19	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2145	17943	50	-1	9227	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1585	50	50	1580	50	50	14	1585	50	50	1580	50	50	14	-1	-1	1770	590	19	-1	-1	-1	-1	1450	1450	1450	1450	1450	19	40	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2146	18063	50	-1	9289	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1596	50	50	1590	50	50	14	1596	50	50	1590	50	50	14	-1	-1	1782	594	19	-1	-1	-1	-1	1460	1460	1460	1460	1460	19	40	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2147	18184	50	-1	9351	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1606	50	50	1601	50	50	14	1606	50	50	1601	50	50	14	-1	-1	1794	598	19	-1	-1	-1	-1	1470	1470	1470	1470	1470	19	41	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2148	18304	50	-1	9413	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1617	50	50	1612	50	50	14	1617	50	50	1612	50	50	14	-1	-1	1806	602	20	-1	-1	-1	-1	1480	1480	1480	1480	1480	20	41	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2149	18425	50	-1	9475	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1627	50	50	1622	50	50	14	1627	50	50	1622	50	50	14	-1	-1	1818	606	20	-1	-1	-1	-1	1490	1490	1490	1490	1490	20	42	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2150	18545	50	-1	9536	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1638	50	50	1633	50	50	14	1638	50	50	1633	50	50	14	-1	-1	1830	610	20	-1	-1	-1	-1	1500	1500	1500	1500	1500	20	42	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2200	23966	38	-1	7184	50	-1	111	13	-1	111	13	-1	111	13	-1	111	13	-1	7	1000	50	50	1228	50	50	13	1000	50	50	1228	50	50	13	-1	-1	1150	458	14	-1	-1	-1	-1	204	204	204	204	204	12	24	-1	-1	-1	-1	-1	41	41	41	41	-1	-1	-1	-1	-1	-1
2202	11983	38	-1	7184	50	-1	111	13	-1	111	13	-1	111	13	-1	111	13	-1	7	1000	50	50	1228	50	50	13	1000	50	50	1228	50	50	13	-1	-1	1150	458	14	-1	-1	-1	-1	102	102	102	102	102	12	24	-1	-1	-1	-1	-1	41	41	41	41	-1	-1	-1	-1	-1	-1
3001	11556	38	-1	5946	50	-1	78	11	-1	78	11	-1	78	11	-1	78	11	-1	6	800	50	50	1016	50	50	11	800	50	50	1016	50	50	11	-1	-1	900	378	8	-1	-1	-1	-1	85	85	85	85	46	9	16	-1	-1	-1	-1	-1	25	25	25	25	-1	-1	-1	-1	-1	-1
3002	12761	38	-1	6565	50	-1	91	12	-1	91	12	-1	91	12	-1	91	12	-1	6	900	50	50	1122	50	50	12	900	50	50	1122	50	50	12	-1	-1	1010	418	8	-1	-1	-1	-1	93	93	93	93	55	10	19	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
3003	13966	38	-1	7184	50	-1	111	13	-1	111	13	-1	111	13	-1	111	13	-1	7	1000	50	50	1228	50	50	13	1000	50	50	1228	50	50	13	-1	-1	1150	458	14	-1	-1	-1	-1	110	110	110	110	70	12	24	-1	-1	-1	-1	-1	41	41	41	41	-1	-1	-1	-1	-1	-1
3004	-1	-1	-1	-1	-1	-1	79	-1	-1	79	-1	-1	79	-1	-1	79	-1	-1	-1	808	-1	-1	-1	-1	-1	-1	808	-1	-1	-1	-1	-1	-1	-1	-1	1046	-1	8	-1	-1	-1	-1	100	100	100	100	55	-1	20	-1	-1	-1	-1	-1	25	25	25	25	-1	-1	-1	-1	-1	-1
3005	-1	30	-1	-1	-1	-1	92	-1	-1	92	-1	-1	92	-1	-1	92	-1	-1	-1	909	-1	-1	-1	-1	-1	-1	909	-1	-1	-1	-1	-1	-1	-1	-1	1175	-1	8	-1	-1	-1	-1	110	110	110	110	65	-1	22	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
3006	-1	30	-1	-1	-1	-1	113	-1	-1	113	-1	-1	113	-1	-1	113	-1	-1	-1	1010	-1	-1	-1	-1	-1	-1	1010	-1	-1	-1	-1	-1	-1	-1	-1	1338	-1	15	-1	-1	-1	-1	128	128	128	128	81	-1	28	-1	-1	-1	-1	-1	41	41	41	41	-1	-1	-1	-1	-1	-1
3007	-1	-1	-1	-1	-1	-1	95	-1	-1	95	-1	-1	95	-1	-1	95	-1	-1	-1	989	-1	-1	-1	-1	-1	-1	989	-1	-1	-1	-1	-1	-1	-1	-1	1246	-1	8	-1	-1	-1	-1	118	118	118	118	64	-1	23	-1	-1	-1	-1	-1	25	25	25	25	-1	-1	-1	-1	-1	-1
3008	-1	24	-1	-1	-1	-1	111	-1	-1	111	-1	-1	111	-1	-1	111	-1	-1	-1	1112	-1	-1	-1	-1	-1	-1	1112	-1	-1	-1	-1	-1	-1	-1	-1	1398	-1	8	-1	-1	-1	-1	129	129	129	129	76	-1	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
3009	-1	24	-1	-1	-1	-1	136	-1	-1	136	-1	-1	136	-1	-1	136	-1	-1	-1	1236	-1	-1	-1	-1	-1	-1	1236	-1	-1	-1	-1	-1	-1	-1	-1	1592	-1	14	-1	-1	-1	-1	152	152	152	152	96	-1	33	-1	-1	-1	-1	-1	40	40	40	40	-1	-1	-1	-1	-1	-1
3010	-1	48	-1	-1	-1	-1	272	-1	-1	272	-1	-1	272	-1	-1	272	-1	-1	-1	2472	-1	-1	-1	-1	-1	-1	2472	-1	-1	-1	-1	-1	-1	-1	-1	3184	-1	28	-1	-1	-1	-1	304	304	304	304	192	-1	66	-1	-1	-1	-1	-1	80	80	80	80	-1	-1	-1	-1	-1	-1
4001	4676	50	-1	2421	50	-1	64	10	-1	64	10	-1	64	10	-1	64	10	-1	8	824	100	100	804	100	100	5	824	100	100	804	100	100	5	-1	-1	432	144	10	-1	-1	-1	-1	45	45	43	43	23	8	8	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4002	4796	50	-1	2483	50	-1	66	10	-1	66	10	-1	66	10	-1	66	10	-1	8	844	100	100	824	100	100	5	844	100	100	824	100	100	5	-1	-1	444	148	10	-1	-1	-1	-1	46	46	44	44	24	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4003	4917	50	-1	2545	50	-1	66	10	-1	66	10	-1	66	10	-1	66	10	-1	8	866	100	100	846	100	100	5	866	100	100	846	100	100	5	-1	-1	456	152	10	-1	-1	-1	-1	47	47	45	45	24	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4004	5037	50	-1	2607	50	-1	68	10	-1	68	10	-1	68	10	-1	68	10	-1	8	888	100	100	868	100	100	5	888	100	100	868	100	100	5	-1	-1	468	156	10	-1	-1	-1	-1	48	48	46	46	25	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4005	5158	50	-1	2669	50	-1	70	10	-1	70	10	-1	70	10	-1	70	10	-1	8	908	100	100	888	100	100	5	908	100	100	888	100	100	5	-1	-1	480	160	10	-1	-1	-1	-1	49	49	47	47	25	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4006	5278	50	-1	2731	50	-1	70	10	-1	70	10	-1	70	10	-1	70	10	-1	8	930	100	100	910	100	100	5	930	100	100	910	100	100	5	-1	-1	492	164	10	-1	-1	-1	-1	50	50	48	48	26	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4007	5399	50	-1	2793	50	-1	72	10	-1	72	10	-1	72	10	-1	72	10	-1	8	952	100	100	932	100	100	5	952	100	100	932	100	100	5	-1	-1	504	168	10	-1	-1	-1	-1	51	51	49	49	27	8	10	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4008	5519	50	-1	2855	50	-1	72	12	-1	72	12	-1	72	12	-1	72	12	-1	8	972	100	100	952	100	100	6	972	100	100	952	100	100	6	-1	-1	516	172	10	-1	-1	-1	-1	52	52	50	50	27	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4009	5640	50	-1	2917	50	-1	74	12	-1	74	12	-1	74	12	-1	74	12	-1	8	994	100	100	974	100	100	6	994	100	100	974	100	100	6	-1	-1	528	176	10	-1	-1	-1	-1	53	53	51	51	28	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4010	5760	50	-1	2978	50	-1	76	12	-1	76	12	-1	76	12	-1	76	12	-1	10	1016	100	100	994	100	100	6	1016	100	100	994	100	100	6	-1	-1	540	180	10	-1	-1	-1	-1	54	54	52	52	28	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4011	5881	50	-1	3040	50	-1	76	12	-1	76	12	-1	76	12	-1	76	12	-1	10	1036	100	100	1016	100	100	6	1036	100	100	1016	100	100	6	-1	-1	552	184	10	-1	-1	-1	-1	56	56	54	54	29	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4012	6001	50	-1	3102	50	-1	78	12	-1	78	12	-1	78	12	-1	78	12	-1	10	1058	100	100	1038	100	100	6	1058	100	100	1038	100	100	6	-1	-1	564	188	11	-1	-1	-1	-1	57	57	55	55	30	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4013	6122	50	-1	3164	50	-1	80	12	-1	80	12	-1	80	12	-1	80	12	-1	10	1078	100	100	1058	100	100	6	1078	100	100	1058	100	100	6	-1	-1	576	192	11	-1	-1	-1	-1	58	58	56	56	30	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4014	6242	50	-1	3226	50	-1	80	12	-1	80	12	-1	80	12	-1	80	12	-1	10	1100	100	100	1080	100	100	6	1100	100	100	1080	100	100	6	-1	-1	588	196	11	-1	-1	-1	-1	59	59	57	57	31	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4015	6363	50	-1	3288	50	-1	82	12	-1	82	12	-1	82	12	-1	82	12	-1	10	1122	100	100	1102	100	100	6	1122	100	100	1102	100	100	6	-1	-1	600	200	11	-1	-1	-1	-1	60	60	58	58	31	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4016	6483	50	-1	3350	50	-1	84	12	-1	84	12	-1	84	12	-1	84	12	-1	10	1142	100	100	1122	100	100	6	1142	100	100	1122	100	100	6	-1	-1	612	204	11	-1	-1	-1	-1	61	61	59	59	32	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4017	6604	50	-1	3412	50	-1	84	14	-1	84	14	-1	84	14	-1	84	14	-1	10	1164	100	100	1144	100	100	7	1164	100	100	1144	100	100	7	-1	-1	624	208	11	-1	-1	-1	-1	62	62	60	60	33	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4018	6724	50	-1	3474	50	-1	86	14	-1	86	14	-1	86	14	-1	86	14	-1	10	1186	100	100	1166	100	100	7	1186	100	100	1166	100	100	7	-1	-1	636	212	11	-1	-1	-1	-1	63	63	61	61	33	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4019	6845	50	-1	3536	50	-1	88	14	-1	88	14	-1	88	14	-1	88	14	-1	10	1206	100	100	1186	100	100	7	1206	100	100	1186	100	100	7	-1	-1	648	216	11	-1	-1	-1	-1	64	64	62	62	34	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4020	6965	50	-1	3597	50	-1	88	14	-1	88	14	-1	88	14	-1	88	14	-1	10	1228	100	100	1208	100	100	7	1228	100	100	1208	100	100	7	-1	-1	660	220	11	-1	-1	-1	-1	65	65	63	63	34	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4021	7086	50	-1	3659	50	-1	90	14	-1	90	14	-1	90	14	-1	90	14	-1	10	1250	100	100	1230	100	100	7	1250	100	100	1230	100	100	7	-1	-1	672	224	11	-1	-1	-1	-1	67	67	65	65	35	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4022	7206	50	-1	3721	50	-1	92	14	-1	92	14	-1	92	14	-1	92	14	-1	10	1270	100	100	1250	100	100	7	1270	100	100	1250	100	100	7	-1	-1	684	228	11	-1	-1	-1	-1	68	68	66	66	36	9	13	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4023	7327	50	-1	3783	50	-1	94	14	-1	94	14	-1	94	14	-1	94	14	-1	10	1292	100	100	1272	100	100	7	1292	100	100	1272	100	100	7	-1	-1	696	232	11	-1	-1	-1	-1	69	69	67	67	36	9	13	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4024	7447	50	-1	3845	50	-1	94	14	-1	94	14	-1	94	14	-1	94	14	-1	10	1314	100	100	1294	100	100	7	1314	100	100	1294	100	100	7	-1	-1	708	236	12	-1	-1	-1	-1	70	70	68	68	37	10	13	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4025	7568	50	-1	3907	50	-1	96	14	-1	96	14	-1	96	14	-1	96	14	-1	10	1334	100	100	1314	100	100	7	1334	100	100	1314	100	100	7	-1	-1	720	240	12	-1	-1	-1	-1	71	71	69	69	37	10	13	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4026	7688	50	-1	3969	50	-1	98	16	-1	98	16	-1	98	16	-1	98	16	-1	10	1356	100	100	1336	100	100	8	1356	100	100	1336	100	100	8	-1	-1	732	244	12	-1	-1	-1	-1	72	72	70	70	38	10	13	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4027	7809	50	-1	4031	50	-1	100	16	-1	100	16	-1	100	16	-1	100	16	-1	10	1378	100	100	1356	100	100	8	1378	100	100	1356	100	100	8	-1	-1	744	248	12	-1	-1	-1	-1	73	73	71	71	39	10	14	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4028	7929	50	-1	4093	50	-1	100	16	-1	100	16	-1	100	16	-1	100	16	-1	10	1398	100	100	1378	100	100	8	1398	100	100	1378	100	100	8	-1	-1	756	252	12	-1	-1	-1	-1	74	74	72	72	39	10	14	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4029	8050	50	-1	4155	50	-1	102	16	-1	102	16	-1	102	16	-1	102	16	-1	12	1420	100	100	1400	100	100	8	1420	100	100	1400	100	100	8	-1	-1	768	256	12	-1	-1	-1	-1	75	75	73	73	40	10	14	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4030	8170	50	-1	4216	50	-1	104	16	-1	104	16	-1	104	16	-1	104	16	-1	12	1440	100	100	1420	100	100	8	1440	100	100	1420	100	100	8	-1	-1	780	260	12	-1	-1	-1	-1	76	76	74	74	40	10	14	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4031	8291	50	-1	4278	50	-1	106	16	-1	106	16	-1	106	16	-1	106	16	-1	12	1462	100	100	1442	100	100	8	1462	100	100	1442	100	100	8	-1	-1	792	264	12	-1	-1	-1	-1	78	78	76	76	41	10	14	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4032	8411	50	-1	4340	50	-1	108	16	-1	108	16	-1	108	16	-1	108	16	-1	12	1484	100	100	1464	100	100	8	1484	100	100	1464	100	100	8	-1	-1	804	268	12	-1	-1	-1	-1	79	79	77	77	42	10	15	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4033	8532	50	-1	4402	50	-1	108	16	-1	108	16	-1	108	16	-1	108	16	-1	12	1504	100	100	1484	100	100	8	1504	100	100	1484	100	100	8	-1	-1	816	272	12	-1	-1	-1	-1	80	80	78	78	42	10	15	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4034	8652	50	-1	4464	50	-1	110	16	-1	110	16	-1	110	16	-1	110	16	-1	12	1526	100	100	1506	100	100	8	1526	100	100	1506	100	100	8	-1	-1	828	276	12	-1	-1	-1	-1	81	81	79	79	43	10	15	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4035	8773	50	-1	4526	50	-1	112	18	-1	112	18	-1	112	18	-1	112	18	-1	12	1548	100	100	1528	100	100	9	1548	100	100	1528	100	100	9	-1	-1	840	280	12	-1	-1	-1	-1	82	82	80	80	43	10	15	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4036	8893	50	-1	4588	50	-1	114	18	-1	114	18	-1	114	18	-1	114	18	-1	12	1568	100	100	1548	100	100	9	1568	100	100	1548	100	100	9	-1	-1	852	284	12	-1	-1	-1	-1	83	83	81	81	44	10	15	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4037	9014	50	-1	4650	50	-1	116	18	-1	116	18	-1	116	18	-1	116	18	-1	12	1590	100	100	1570	100	100	9	1590	100	100	1570	100	100	9	-1	-1	864	288	14	-1	-1	-1	-1	84	84	82	82	45	11	16	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4038	9134	50	-1	4712	50	-1	118	18	-1	118	18	-1	118	18	-1	118	18	-1	12	1612	100	100	1592	100	100	9	1612	100	100	1592	100	100	9	-1	-1	876	292	14	-1	-1	-1	-1	85	85	83	83	45	11	16	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4039	9255	50	-1	4774	50	-1	118	18	-1	118	18	-1	118	18	-1	118	18	-1	12	1632	100	100	1612	100	100	9	1632	100	100	1612	100	100	9	-1	-1	888	296	14	-1	-1	-1	-1	86	86	84	84	46	11	16	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4040	9375	50	-1	4835	50	-1	120	18	-1	120	18	-1	120	18	-1	120	18	-1	12	1654	100	100	1634	100	100	9	1654	100	100	1634	100	100	9	-1	-1	900	300	14	-1	-1	-1	-1	87	87	85	85	46	11	16	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4041	9496	50	-1	4897	50	-1	122	18	-1	122	18	-1	122	18	-1	122	18	-1	12	1676	100	100	1656	100	100	9	1676	100	100	1656	100	100	9	-1	-1	912	304	14	-1	-1	-1	-1	89	89	87	87	47	11	16	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4042	9616	50	-1	4959	50	-1	124	18	-1	124	18	-1	124	18	-1	124	18	-1	12	1696	100	100	1676	100	100	9	1696	100	100	1676	100	100	9	-1	-1	924	308	14	-1	-1	-1	-1	90	90	88	88	48	11	17	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4043	9737	50	-1	5021	50	-1	126	18	-1	126	18	-1	126	18	-1	126	18	-1	12	1718	100	100	1698	100	100	9	1718	100	100	1698	100	100	9	-1	-1	936	312	14	-1	-1	-1	-1	91	91	89	89	48	11	17	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4044	9857	50	-1	5083	50	-1	128	20	-1	128	20	-1	128	20	-1	128	20	-1	12	1740	100	100	1718	100	100	10	1740	100	100	1718	100	100	10	-1	-1	948	316	14	-1	-1	-1	-1	92	92	90	90	49	11	17	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4045	9978	50	-1	5145	50	-1	130	20	-1	130	20	-1	130	20	-1	130	20	-1	12	1760	100	100	1740	100	100	10	1760	100	100	1740	100	100	10	-1	-1	960	320	14	-1	-1	-1	-1	93	93	91	91	49	11	17	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4046	10098	50	-1	5207	50	-1	132	20	-1	132	20	-1	132	20	-1	132	20	-1	12	1782	100	100	1762	100	100	10	1782	100	100	1762	100	100	10	-1	-1	972	324	14	-1	-1	-1	-1	94	94	92	92	50	11	17	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4047	10219	50	-1	5269	50	-1	134	20	-1	134	20	-1	134	20	-1	134	20	-1	12	1802	100	100	1782	100	100	10	1802	100	100	1782	100	100	10	-1	-1	984	328	14	-1	-1	-1	-1	95	95	93	93	51	11	18	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4048	10339	50	-1	5331	50	-1	136	20	-1	136	20	-1	136	20	-1	136	20	-1	12	1824	100	100	1804	100	100	10	1824	100	100	1804	100	100	10	-1	-1	996	332	14	-1	-1	-1	-1	96	96	94	94	51	11	18	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4049	10460	50	-1	5393	50	-1	138	20	-1	138	20	-1	138	20	-1	138	20	-1	14	1846	100	100	1826	100	100	10	1846	100	100	1826	100	100	10	-1	-1	1008	336	16	-1	-1	-1	-1	97	97	95	95	52	13	18	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4050	10580	50	-1	5454	50	-1	138	20	-1	138	20	-1	138	20	-1	138	20	-1	14	1866	100	100	1846	100	100	10	1866	100	100	1846	100	100	10	-1	-1	1020	340	16	-1	-1	-1	-1	98	98	96	96	52	13	18	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4051	10701	50	-1	5516	50	-1	140	20	-1	140	20	-1	140	20	-1	140	20	-1	14	1888	100	100	1868	100	100	10	1888	100	100	1868	100	100	10	-1	-1	1032	344	16	-1	-1	-1	-1	100	100	98	98	53	13	18	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4052	10821	50	-1	5578	50	-1	142	20	-1	142	20	-1	142	20	-1	142	20	-1	14	1910	100	100	1890	100	100	10	1910	100	100	1890	100	100	10	-1	-1	1044	348	16	-1	-1	-1	-1	101	101	99	99	54	13	19	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4053	10942	50	-1	5640	50	-1	144	22	-1	144	22	-1	144	22	-1	144	22	-1	14	1930	100	100	1910	100	100	11	1930	100	100	1910	100	100	11	-1	-1	1056	352	16	-1	-1	-1	-1	102	102	100	100	54	13	19	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
