INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
7870	Bàng Giäi Trß·ng Thành	787	55	9	0	0	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2652	2244	1428	1836	1428	1051	1156	1208	1366	1576	200	150	50	100	500	120000	7870
7871	Bàng Giäi Biªn D¸	787	55	9	1	0	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2850	2412	1534	1972	1534	1051	1156	1208	1366	1576	200	150	50	100	500	120000	7870
7872	Bàng Giäi Biªn D¸	787	55	9	1	0	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3048	2580	1642	2110	1642	1051	1156	1208	1366	1576	200	150	50	100	500	120000	7870
7873	Bàng Giäi Biªn D¸	787	55	9	1	0	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3248	2748	1748	2248	1748	1051	1156	1208	1366	1576	200	150	50	100	500	120000	7870
7874	Bàng Giäi Biªn D¸	787	55	9	1	0	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3446	2916	1856	2386	1856	1051	1156	1208	1366	1576	200	150	50	100	500	120000	7870
7879	Bàng Giäi Bäo Bäo	787	55	9	0	1	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2652	2244	1428	1836	1428	1051	1156	1208	1366	1576	200	150	50	100	500	120000	7870
7880	Bàng Giäi Trß·ng Thành	788	65	9	0	0	10	10	684	450000	-1	-1	726	900000	661	400000	702	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2758	2334	1484	1908	1484	1153	1268	1325	1498	1729	200	150	50	100	500	120000	7880
7881	Bàng Giäi Biªn D¸	788	65	9	1	0	10	10	684	450000	-1	-1	726	900000	661	400000	702	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2924	2474	1574	2024	1574	1153	1268	1325	1498	1729	200	150	50	100	500	120000	7880
7882	Bàng Giäi Biªn D¸	788	65	9	1	0	10	10	684	450000	-1	-1	726	900000	661	400000	702	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3088	2614	1662	2138	1662	1153	1268	1325	1498	1729	200	150	50	100	500	120000	7880
7883	Bàng Giäi Biªn D¸	788	65	9	1	0	10	10	684	450000	-1	-1	726	900000	661	400000	702	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3254	2754	1752	2252	1752	1153	1268	1325	1498	1729	200	150	50	100	500	120000	7880
7884	Bàng Giäi Biªn D¸	788	65	9	1	0	10	10	684	450000	-1	-1	726	900000	661	400000	702	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3420	2894	1840	2368	1840	1153	1268	1325	1498	1729	200	150	50	100	500	120000	7880
7885	Bàng Giäi Biªn D¸	788	65	9	1	0	10	10	684	450000	-1	-1	726	900000	661	400000	702	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3586	3034	1930	2482	1930	1153	1268	1325	1498	1729	200	150	50	100	500	120000	7880
7889	Bàng Giäi Bäo Bäo	788	65	9	0	1	10	10	684	450000	-1	-1	726	900000	661	400000	702	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2758	2334	1484	1908	1484	1153	1268	1325	1498	1729	200	150	50	100	500	120000	7880
7890	Bàng Giäi Trß·ng Thành	789	75	9	0	0	10	10	684	500000	-1	-1	726	900000	661	450000	702	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2864	2424	1542	1982	1542	1255	1380	1443	1631	1882	200	150	50	100	500	120000	7890
7891	Bàng Giäi Biªn D¸	789	75	9	1	0	10	10	684	500000	-1	-1	726	900000	661	450000	702	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3008	2544	1618	2082	1618	1255	1380	1443	1631	1882	200	150	50	100	500	120000	7890
7892	Bàng Giäi Biªn D¸	789	75	9	1	0	10	10	684	500000	-1	-1	726	900000	661	450000	702	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3150	2666	1696	2180	1696	1255	1380	1443	1631	1882	200	150	50	100	500	120000	7890
7893	Bàng Giäi Biªn D¸	789	75	9	1	0	10	10	684	500000	-1	-1	726	900000	661	450000	702	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3294	2788	1774	2280	1774	1255	1380	1443	1631	1882	200	150	50	100	500	120000	7890
7894	Bàng Giäi Biªn D¸	789	75	9	1	0	10	10	684	500000	-1	-1	726	900000	661	450000	702	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3438	2908	1850	2380	1850	1255	1380	1443	1631	1882	200	150	50	100	500	120000	7890
7895	Bàng Giäi Biªn D¸	789	75	9	1	0	10	10	684	500000	-1	-1	726	900000	661	450000	702	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3580	3030	1928	2478	1928	1255	1380	1443	1631	1882	200	150	50	100	500	120000	7890
7896	Bàng Giäi Biªn D¸	789	75	9	1	0	10	10	684	500000	-1	-1	726	900000	661	450000	702	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3724	3150	2004	2578	2004	1255	1380	1443	1631	1882	200	150	50	100	500	120000	7890
7899	Bàng Giäi Bäo Bäo	789	75	9	0	1	10	10	684	500000	-1	-1	726	900000	661	450000	702	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2864	2424	1542	1982	1542	1255	1380	1443	1631	1882	200	150	50	100	500	120000	7890
7900	Bàng Giäi Trß·ng Thành	790	85	9	0	0	10	10	684	550000	-1	-1	726	900000	661	500000	702	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2968	2512	1598	2054	1598	1357	1492	1560	1764	2035	200	150	50	100	500	120000	7900
7901	Bàng Giäi Biªn D¸	790	85	9	1	0	10	10	684	550000	-1	-1	726	900000	661	500000	702	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3096	2620	1666	2142	1666	1357	1492	1560	1764	2035	200	150	50	100	500	120000	7900
7902	Bàng Giäi Biªn D¸	790	85	9	1	0	10	10	684	550000	-1	-1	726	900000	661	500000	702	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3222	2726	1734	2230	1734	1357	1492	1560	1764	2035	200	150	50	100	500	120000	7900
7903	Bàng Giäi Biªn D¸	790	85	9	1	0	10	10	684	550000	-1	-1	726	900000	661	500000	702	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3350	2834	1804	2318	1804	1357	1492	1560	1764	2035	200	150	50	100	500	120000	7900
7904	Bàng Giäi Biªn D¸	790	85	9	1	0	10	10	684	550000	-1	-1	726	900000	661	500000	702	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3478	2942	1872	2406	1872	1357	1492	1560	1764	2035	200	150	50	100	500	120000	7900
7905	Bàng Giäi Biªn D¸	790	85	9	1	0	10	10	684	550000	-1	-1	726	900000	661	500000	702	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3604	3050	1940	2496	1940	1357	1492	1560	1764	2035	200	150	50	100	500	120000	7900
7906	Bàng Giäi Biªn D¸	790	85	9	1	0	10	10	684	550000	-1	-1	726	900000	661	500000	702	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3732	3158	2008	2584	2008	1357	1492	1560	1764	2035	200	150	50	100	500	120000	7900
7907	Bàng Giäi Biªn D¸	790	85	9	1	0	10	10	684	550000	-1	-1	726	900000	661	500000	702	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3858	3266	2078	2672	2078	1357	1492	1560	1764	2035	200	150	50	100	500	120000	7900
7909	Bàng Giäi Bäo Bäo	790	85	9	0	1	10	10	684	550000	-1	-1	726	900000	661	500000	702	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2968	2512	1598	2054	1598	1357	1492	1560	1764	2035	200	150	50	100	500	120000	7900
7910	Bàng Giäi Trß·ng Thành	791	95	9	0	0	10	10	684	600000	-1	-1	726	900000	661	550000	702	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3074	2602	1656	2128	1656	1459	1604	1677	1896	2388	200	150	50	100	500	120000	7910
7911	Bàng Giäi Biªn D¸	791	95	9	1	0	10	10	684	600000	-1	-1	726	900000	661	550000	702	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3190	2700	1718	2208	1718	1459	1604	1677	1896	2388	200	150	50	100	500	120000	7910
7912	Bàng Giäi Biªn D¸	791	95	9	1	0	10	10	684	600000	-1	-1	726	900000	661	550000	702	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3306	2796	1780	2288	1780	1459	1604	1677	1896	2388	200	150	50	100	500	120000	7910
7913	Bàng Giäi Biªn D¸	791	95	9	1	0	10	10	684	600000	-1	-1	726	900000	661	550000	702	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3420	2894	1842	2368	1842	1459	1604	1677	1896	2388	200	150	50	100	500	120000	7910
7914	Bàng Giäi Biªn D¸	791	95	9	1	0	10	10	684	600000	-1	-1	726	900000	661	550000	702	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3536	2992	1904	2448	1904	1459	1604	1677	1896	2388	200	150	50	100	500	120000	7910
7915	Bàng Giäi Biªn D¸	791	95	9	1	0	10	10	684	600000	-1	-1	726	900000	661	550000	702	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3652	3090	1966	2528	1966	1459	1604	1677	1896	2388	200	150	50	100	500	120000	7910
7916	Bàng Giäi Biªn D¸	791	95	9	1	0	10	10	684	600000	-1	-1	726	900000	661	550000	702	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3766	3188	2028	2608	2028	1459	1604	1677	1896	2388	200	150	50	100	500	120000	7910
7917	Bàng Giäi Biªn D¸	791	95	9	1	0	10	10	684	600000	-1	-1	726	900000	661	550000	702	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3882	3284	2090	2688	2090	1459	1604	1677	1896	2388	200	150	50	100	500	120000	7910
7918	Bàng Giäi Biªn D¸	791	95	9	1	0	10	10	684	600000	-1	-1	726	900000	661	550000	702	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3998	3382	2152	2768	2152	1459	1604	1677	1896	2388	200	150	50	100	500	120000	7910
7919	Bàng Giäi Bäo Bäo	791	95	9	0	1	10	10	684	600000	-1	-1	726	900000	661	550000	702	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3074	2602	1656	2128	1656	1459	1604	1677	1896	2388	200	150	50	100	500	120000	7910
7920	H° Ði®p Trß·ng Thành	792	5	9	0	0	100	10	700	300000	-1	-1	704	900000	712	250000	660	100000	664	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1312	1500	2438	1500	2062	846	930	972	1099	1269	500	200	150	100	50	120000	7920
7921	H° Ði®p Biªn D¸	792	5	9	1	0	100	10	700	300000	-1	-1	704	900000	712	250000	660	100000	664	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1510	1724	2804	1724	2372	846	930	972	1099	1269	500	200	150	100	50	120000	7920
7922	H° Ði®p Biªn D¸	792	5	9	1	0	100	10	700	300000	-1	-1	704	900000	712	250000	660	100000	664	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1706	1950	3170	1950	2682	846	930	972	1099	1269	500	200	150	100	50	120000	7920
7929	H° Ði®p Bäo Bäo	792	5	9	0	1	100	10	700	300000	-1	-1	704	900000	712	250000	660	100000	664	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1312	1500	2438	1500	2062	846	930	972	1099	1269	500	200	150	100	50	120000	7920
7930	H° Ði®p Trß·ng Thành	793	45	9	0	0	100	10	700	350000	-1	-1	704	900000	712	300000	660	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	1566	2544	1566	2152	948	1042	1090	1232	1422	500	200	150	100	50	120000	7930
7931	H° Ði®p Biªn D¸	793	45	9	1	0	100	10	700	350000	-1	-1	704	900000	712	300000	660	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1506	1722	2798	1722	2368	948	1042	1090	1232	1422	500	200	150	100	50	120000	7930
7932	H° Ði®p Biªn D¸	793	45	9	1	0	100	10	700	350000	-1	-1	704	900000	712	300000	660	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1644	1878	3054	1878	2584	948	1042	1090	1232	1422	500	200	150	100	50	120000	7930
7933	H° Ði®p Biªn D¸	793	45	9	1	0	100	10	700	350000	-1	-1	704	900000	712	300000	660	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1780	2036	3308	2036	2798	948	1042	1090	1232	1422	500	200	150	100	50	120000	7930
7939	H° Ði®p Bäo Bäo	793	45	9	0	1	100	10	700	350000	-1	-1	704	900000	712	300000	660	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	1566	2544	1566	2152	948	1042	1090	1232	1422	500	200	150	100	50	120000	7930
7940	H° Ði®p Trß·ng Thành	794	55	9	0	0	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1632	2652	1632	2244	1051	1156	1208	1366	1576	500	200	150	100	50	120000	7940
7941	H° Ði®p Biªn D¸	794	55	9	1	0	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1534	1754	2850	1754	2412	1051	1156	1208	1366	1576	500	200	150	100	50	120000	7940
7942	H° Ði®p Biªn D¸	794	55	9	1	0	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1642	1876	3048	1876	2580	1051	1156	1208	1366	1576	500	200	150	100	50	120000	7940
7943	H° Ði®p Biªn D¸	794	55	9	1	0	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1748	1998	3248	1998	2748	1051	1156	1208	1366	1576	500	200	150	100	50	120000	7940
7944	H° Ði®p Biªn D¸	794	55	9	1	0	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1856	2120	3446	2120	2916	1051	1156	1208	1366	1576	500	200	150	100	50	120000	7940
7949	H° Ði®p Bäo Bäo	794	55	9	0	1	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1632	2652	1632	2244	1051	1156	1208	1366	1576	500	200	150	100	50	120000	7940
7950	H° Ði®p Trß·ng Thành	795	65	9	0	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1484	1696	2758	1696	2334	1153	1268	1325	1498	1729	500	200	150	100	50	120000	7950
7951	H° Ði®p Biªn D¸	795	65	9	1	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1574	1798	2924	1798	2474	1153	1268	1325	1498	1729	500	200	150	100	50	120000	7950
7952	H° Ði®p Biªn D¸	795	65	9	1	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1662	1900	3088	1900	2614	1153	1268	1325	1498	1729	500	200	150	100	50	120000	7950
7953	H° Ði®p Biªn D¸	795	65	9	1	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1752	2002	3254	2002	2754	1153	1268	1325	1498	1729	500	200	150	100	50	120000	7950
7954	H° Ði®p Biªn D¸	795	65	9	1	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1840	2104	3420	2104	2894	1153	1268	1325	1498	1729	500	200	150	100	50	120000	7950
7955	H° Ði®p Biªn D¸	795	65	9	1	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1930	2206	3586	2206	3034	1153	1268	1325	1498	1729	500	200	150	100	50	120000	7950
7959	H° Ði®p Bäo Bäo	795	65	9	0	1	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1484	1696	2758	1696	2334	1153	1268	1325	1498	1729	500	200	150	100	50	120000	7950
7960	H° Ði®p Trß·ng Thành	796	75	9	0	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1762	2864	1762	2424	1255	1380	1443	1631	1882	500	200	150	100	50	120000	7960
7961	H° Ði®p Biªn D¸	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1618	1850	3008	1850	2544	1255	1380	1443	1631	1882	500	200	150	100	50	120000	7960
7962	H° Ði®p Biªn D¸	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1696	1938	3150	1938	2666	1255	1380	1443	1631	1882	500	200	150	100	50	120000	7960
7963	H° Ði®p Biªn D¸	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	2026	3294	2026	2788	1255	1380	1443	1631	1882	500	200	150	100	50	120000	7960
7964	H° Ði®p Biªn D¸	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1850	2114	3438	2114	2908	1255	1380	1443	1631	1882	500	200	150	100	50	120000	7960
7965	H° Ði®p Biªn D¸	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	2204	3580	2204	3030	1255	1380	1443	1631	1882	500	200	150	100	50	120000	7960
7966	H° Ði®p Biªn D¸	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2004	2292	3724	2292	3150	1255	1380	1443	1631	1882	500	200	150	100	50	120000	7960
7969	H° Ði®p Bäo Bäo	796	75	9	0	1	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1762	2864	1762	2424	1255	1380	1443	1631	1882	500	200	150	100	50	120000	7960
7970	H° Ði®p Trß·ng Thành	797	85	9	0	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1826	2968	1826	2512	1357	1492	1560	1764	2035	500	200	150	100	50	120000	7970
7971	H° Ði®p Biªn D¸	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1666	1904	3096	1904	2620	1357	1492	1560	1764	2035	500	200	150	100	50	120000	7970
7972	H° Ði®p Biªn D¸	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1734	1982	3222	1982	2726	1357	1492	1560	1764	2035	500	200	150	100	50	120000	7970
7973	H° Ði®p Biªn D¸	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	2062	3350	2062	2834	1357	1492	1560	1764	2035	500	200	150	100	50	120000	7970
7974	H° Ði®p Biªn D¸	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	2140	3478	2140	2942	1357	1492	1560	1764	2035	500	200	150	100	50	120000	7970
7975	H° Ði®p Biªn D¸	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1940	2218	3604	2218	3050	1357	1492	1560	1764	2035	500	200	150	100	50	120000	7970
7976	H° Ði®p Biªn D¸	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2008	2296	3732	2296	3158	1357	1492	1560	1764	2035	500	200	150	100	50	120000	7970
7977	H° Ði®p Biªn D¸	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	2374	3858	2374	3266	1357	1492	1560	1764	2035	500	200	150	100	50	120000	7970
7979	H° Ði®p Bäo Bäo	797	85	9	0	1	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1826	2968	1826	2512	1357	1492	1560	1764	2035	500	200	150	100	50	120000	7970
7980	H° Ði®p Trß·ng Thành	798	95	9	0	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1892	3074	1892	2602	1459	1604	1677	1896	2388	500	200	150	100	50	120000	7980
7981	H° Ði®p Biªn D¸	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1962	3190	1962	2700	1459	1604	1677	1896	2388	500	200	150	100	50	120000	7980
7982	H° Ði®p Biªn D¸	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	2034	3306	2034	2796	1459	1604	1677	1896	2388	500	200	150	100	50	120000	7980
7983	H° Ði®p Biªn D¸	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1842	2104	3420	2104	2894	1459	1604	1677	1896	2388	500	200	150	100	50	120000	7980
7984	H° Ði®p Biªn D¸	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1904	2176	3536	2176	2992	1459	1604	1677	1896	2388	500	200	150	100	50	120000	7980
7985	H° Ði®p Biªn D¸	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1966	2246	3652	2246	3090	1459	1604	1677	1896	2388	500	200	150	100	50	120000	7980
7986	H° Ði®p Biªn D¸	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2028	2318	3766	2318	3188	1459	1604	1677	1896	2388	500	200	150	100	50	120000	7980
7987	H° Ði®p Biªn D¸	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2090	2388	3882	2388	3284	1459	1604	1677	1896	2388	500	200	150	100	50	120000	7980
7988	H° Ði®p Biªn D¸	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2152	2460	3998	2460	3382	1459	1604	1677	1896	2388	500	200	150	100	50	120000	7980
7989	H° Ði®p Bäo Bäo	798	95	9	0	1	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1892	3074	1892	2602	1459	1604	1677	1896	2388	500	200	150	100	50	120000	7980
7990	Oa Ngßu Trß·ng Thành	799	5	9	0	0	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1688	2438	1500	1500	1688	846	930	972	1099	1269	200	500	150	100	50	120000	7990
7991	Oa Ngßu Biªn D¸	799	5	9	1	0	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1940	2804	1724	1724	1940	846	930	972	1099	1269	200	500	150	100	50	120000	7990
7992	Oa Ngßu Biªn D¸	799	5	9	1	0	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	2194	3170	1950	1950	2194	846	930	972	1099	1269	200	500	150	100	50	120000	7990
7999	Oa Ngßu Bäo Bäo	799	5	9	0	1	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1688	2438	1500	1500	1688	846	930	972	1099	1269	200	500	150	100	50	120000	7990
