INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																																																																																																																																																																																																																																																	
202	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300002	1	-1	100	100		30300012	1	-1	100	100		30300022	1	-1	100	100		30300032	1	-1	100	100		30300042	1	-1	100	100		30300052	1	-1	100	100		30300003	1	-1	100	100		30300013	1	-1	100	100		30300023	1	-1	100	100		30300033	1	-1	100	100		30300043	1	-1	100	100		30300053	1	-1	100	100		30300004	1	-1	100	100		30300014	1	-1	100	100		30300024	1	-1	100	100		30300034	1	-1	100	100		30300044	1	-1	100	100		30300054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
203	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30301002	1	-1	100	100		30301012	1	-1	100	100		30301022	1	-1	100	100		30301032	1	-1	100	100		30301072	1	-1	100	100		30301082	1	-1	100	100		30301092	1	-1	100	100		30301102	1	-1	100	100		30301112	1	-1	100	100		30301122	1	-1	100	100		30301132	1	-1	100	100		30301142	1	-1	100	100		30301062	1	-1	100	100		30301042	1	-1	100	100		30301052	1	-1	100	100		30301003	1	-1	100	100		30301013	1	-1	100	100		30301023	1	-1	100	100		30301033	1	-1	100	100		30301073	1	-1	100	100		30301083	1	-1	100	100		30301093	1	-1	100	100		30301103	1	-1	100	100		30301113	1	-1	100	100		30301123	1	-1	100	100		30301133	1	-1	100	100		30301143	1	-1	100	100		30301063	1	-1	100	100		30301043	1	-1	100	100		30301053	1	-1	100	100		30301004	1	-1	100	100		30301014	1	-1	100	100		30301024	1	-1	100	100		30301034	1	-1	100	100		30301074	1	-1	100	100		30301084	1	-1	100	100		30301094	1	-1	100	100		30301104	1	-1	100	100		30301114	1	-1	100	100		30301124	1	-1	100	100		30301134	1	-1	100	100		30301144	1	-1	100	100		30301064	1	-1	100	100		30301044	1	-1	100	100		30301054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
204	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302002	1	-1	100	100		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		30302004	1	-1	100	100		30302014	1	-1	100	100		30302024	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
205	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308001	1	-1	100	100		20308002	1	-1	100	100		20308003	1	-1	100	100		20308004	1	-1	100	100		20308011	1	-1	100	100		20308012	1	-1	100	100		20308013	1	-1	100	100		20308014	1	-1	100	100		20308021	1	-1	100	100		20308022	1	-1	100	100		20308023	1	-1	100	100		20308024	1	-1	100	100		20308031	1	-1	100	100		20308032	1	-1	100	100		20308033	1	-1	100	100		20308034	1	-1	100	100		20308041	1	-1	100	100		20308042	1	-1	100	100		20308043	1	-1	100	100		20308044	1	-1	100	100		20308051	1	-1	100	100		20308052	1	-1	100	100		20308053	1	-1	100	100		20308054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
206	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308061	1	-1	100	100		20308062	1	-1	100	100		20308063	1	-1	100	100		20308064	1	-1	100	100		20308071	1	-1	100	100		20308072	1	-1	100	100		20308073	1	-1	100	100		20308074	1	-1	100	100		20308081	1	-1	100	100		20308082	1	-1	100	100		20308083	1	-1	100	100		20308084	1	-1	100	100		20308091	1	-1	100	100		20308092	1	-1	100	100		20308093	1	-1	100	100		20308094	1	-1	100	100		20308131	1	-1	100	100		20308132	1	-1	100	100		20308133	1	-1	100	100		20308134	1	-1	100	100		20308141	1	-1	100	100		20308142	1	-1	100	100		20308143	1	-1	100	100		20308144	1	-1	100	100		20308151	1	-1	100	100		20308152	1	-1	100	100		20308153	1	-1	100	100		20308154	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
207	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308101	1	-1	100	100		20308102	1	-1	100	100		20308103	1	-1	100	100		20308104	1	-1	100	100		20308111	1	-1	100	100		20308112	1	-1	100	100		20308113	1	-1	100	100		20308114	1	-1	100	100		20308121	1	-1	100	100		20308122	1	-1	100	100		20308123	1	-1	100	100		20308124	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
208	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10300001	1	-1	10000	100		10302001	1	-1	10000	100		10304001	1	-1	10000	100		10305001	1	-1	10000	100		10300002	1	-1	10000	100		10302002	1	-1	10000	100		10304002	1	-1	10000	100		10305002	1	-1	10000	100		10300003	1	-1	10000	100		10302003	1	-1	10000	100		10304003	1	-1	10000	100		10305003	1	-1	10000	100		10300004	1	-1	15000	100		10302004	1	-1	15000	100		10304004	1	-1	15000	100		10305004	1	-1	15000	100		10300005	1	-1	20000	100		10302005	1	-1	20000	100		10304005	1	-1	20000	100		10305005	1	-1	20000	100		10300100	1	-1	150000	100		10300101	1	-1	150000	100		10300102	1	-1	150000	100		10301100	1	-1	150000	100		10301101	1	-1	150000	100		10301102	1	-1	150000	100		10301200	1	-1	150000	100		10301201	1	-1	150000	100		10301202	1	-1	150000	100		10302100	1	-1	150000	100		10302101	1	-1	150000	100		10302102	1	-1	150000	100		10303100	1	-1	150000	100		10303101	1	-1	150000	100		10303102	1	-1	150000	100		10303200	1	-1	150000	100		10303201	1	-1	150000	100		10303202	1	-1	150000	100		10304100	1	-1	150000	100		10304101	1	-1	150000	100		10304102	1	-1	150000	100		10305100	1	-1	150000	100		10305101	1	-1	150000	100		10305102	1	-1	150000	100		10305200	1	-1	150000	100		10305201	1	-1	150000	100		10305202	1	-1	150000	100																																																																																																																																																																																																																																																																																				
209	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10300011	1	-1	1	100		10300012	1	-1	1	100		10301005	1	-1	1	100		10301006	1	-1	1	100		10302013	1	-1	1	100		10302014	1	-1	1	100		10303005	1	-1	1	100		10303006	1	-1	1	100		10304013	1	-1	1	100		10304014	1	-1	10	100		10305013	1	-1	100	100		10305014	1	-1	100	100																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
210	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20500004	1	-1	20000	100		20500005	1	-1	30000	100		20500006	1	-1	40000	100		20500007	1	-1	50000	100		20500008	1	-1	60000	100		20501004	1	-1	20000	100		20501005	1	-1	30000	100		20501006	1	-1	40000	100		20501007	1	-1	50000	100		20501008	1	-1	60000	100		20502004	1	-1	20000	100		20502005	1	-1	30000	100		20502006	1	-1	40000	100		20502007	1	-1	50000	100		20502008	1	-1	60000	100		30505252	1	-1	100000	100																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
211	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50521001	1	-1	8000	100	#G	50521002	1	-1	8000	100	#G	50521003	1	-1	8000	100	#G	50521004	1	-1	8000	100	#G	50513006	1	-1	3000	100		50501001	1	-1	3000	100		50501002	1	-1	3000	100		50502005	1	-1	3000	100		50502006	1	-1	3000	100		50502007	1	-1	3000	100		50502008	1	-1	3000	100		50503001	1	-1	3000	100		50504002	1	-1	3000	100		50511001	1	-1	3000	100		50511002	1	-1	3000	100		50512005	1	-1	3000	100		50512006	1	-1	3000	100		50512007	1	-1	3000	100		50512008	1	-1	3000	100		50513001	1	-1	3000	100		50513002	1	-1	3000	100		50513003	1	-1	3000	100		50513004	1	-1	3000	100		50513005	1	-1	3000	100		50514001	1	-1	3000	100	#G	0	1	-1	800000	100	#G	50721002	1	-1	800000	100	#G	50721003	1	-1	800000	100	#G	50721004	1	-1	800000	100	#G	50713006	1	-1	200000	100		50701001	1	-1	200000	100		50701002	1	-1	200000	100		50702005	1	-1	200000	100		50702006	1	-1	200000	100		50702007	1	-1	200000	100		50702008	1	-1	200000	100		50703001	1	-1	200000	100		50704002	1	-1	200000	100		50711001	1	-1	200000	100		50711002	1	-1	200000	100		50712005	1	-1	200000	100		50712006	1	-1	200000	100		50712007	1	-1	200000	100		50712008	1	-1	200000	100		50713001	1	-1	200000	100		50713002	1	-1	200000	100		50713003	1	-1	200000	100		50713004	1	-1	200000	100		50713005	1	-1	200000	100		50714001	1	-1	200000	100	#G																																																																																																																																																																																																																																																																	
212	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501177	1	-1	36	100	#G	30501186	1	-1	36	100	#G	30501195	1	-1	36	100	#G	30501204	1	-1	36	100	#G	30501213	1	-1	36	100	#G	30501222	1	-1	36	100	#G	30501231	1	-1	36	100	#G	30501240	1	-1	36	100	#G	30501178	1	-1	185	100	#G	30501187	1	-1	185	100	#G	30501196	1	-1	185	100	#G	30501205	1	-1	185	100	#G	30501214	1	-1	185	100	#G	30501223	1	-1	185	100	#G	30501232	1	-1	185	100	#G	30501241	1	-1	185	100	#G	30501179	1	-1	801	100	#G	30501188	1	-1	801	100	#G	30501197	1	-1	801	100	#G	30501206	1	-1	801	100	#G	30501215	1	-1	801	100	#G	30501224	1	-1	801	100	#G	30501233	1	-1	801	100	#G	30501242	1	-1	801	100	#G	30501180	1	-1	4007	100	#G	30501189	1	-1	4007	100	#G	30501198	1	-1	4007	100	#G	30501207	1	-1	4007	100	#G	30501216	1	-1	4007	100	#G	30501225	1	-1	4007	100	#G	30501234	1	-1	4007	100	#G	30501243	1	-1	4007	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
213	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50821001	1	-1	600000	100	#G	50821002	1	-1	600000	100	#G	50821003	1	-1	600000	100	#G	50821004	1	-1	600000	100	#G	50813006	1	-1	200000	100		50801001	1	-1	200000	100		50801002	1	-1	200000	100		50802005	1	-1	200000	100		50802006	1	-1	200000	100		50802007	1	-1	200000	100		50802008	1	-1	200000	100		50803001	1	-1	200000	100		50804002	1	-1	200000	100		50811001	1	-1	200000	100		50811002	1	-1	200000	100		50812005	1	-1	200000	100		50812006	1	-1	200000	100		50812007	1	-1	200000	100		50812008	1	-1	200000	100		50813001	1	-1	200000	100		50813002	1	-1	200000	100		50813003	1	-1	200000	100		50813004	1	-1	200000	100		50813005	1	-1	200000	100		50814001	1	-1	200000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																																																																														
214	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	39990000	1	-1	12000	100		39990001	1	-1	12000	100		39990002	1	-1	12000	100		39990003	1	-1	12000	100		39990004	1	-1	12000	100		39990005	1	-1	12000	100	#G	39990006	1	-1	12000	100	#G	39990007	1	-1	12000	100	#G	39990008	1	-1	12000	100	#G	39990009	1	-1	12000	100	#G	39990010	1	-1	12000	100	#G	39990011	1	-1	12000	100	#G	39990111	1	-1	12000	100	#G	0	1	-1	15000	100	#G	39990050	1	-1	15000	100	#G	39990040	1	-1	15000	100	#G	39990039	1	-1	15000	100	#G	39990038	1	-1	15000	100	#G	39990037	1	-1	15000	100	#G	39990036	1	-1	15000	100	#G	39990035	1	-1	15000	100	#G	39990034	1	-1	15000	100	#G	39990033	1	-1	15000	100	#G	39990032	1	-1	15000	100	#G	39990031	1	-1	15000	100	#G	39990030	1	-1	15000	100	#G	39990029	1	-1	15000	100	#G	39990028	1	-1	15000	100	#G	39990027	1	-1	15000	100	#G	39990026	1	-1	15000	100	#G	39990025	1	-1	15000	100	#G	39990024	1	-1	15000	100	#G	39990023	1	-1	15000	100	#G	39990022	1	-1	15000	100	#G	39990021	1	-1	15000	100	#G	39990012	1	-1	15000	100	#G	30309888	1	-1	15000	100	#G	30309881	1	-1	15000	100	#G	30504128	1	-1	15000	100	#G	30504127	1	-1	15000	100	#G	30504126	1	-1	15000	100	#G	30504125	1	-1	15000	100	#G	30504094	1	-1	15000	100	#G	0	1	-1	36	100	#G	30501186	1	-1	36	100	#G	30501195	1	-1	36	100	#G	30501204	1	-1	36	100	#G	30501213	1	-1	36	100	#G	30501222	1	-1	36	100	#G	30501231	1	-1	36	100	#G	30501240	1	-1	36	100	#G	30501178	1	-1	185	100	#G	30501187	1	-1	185	100	#G	30501196	1	-1	185	100	#G	30501205	1	-1	185	100	#G	30501214	1	-1	185	100	#G	30501223	1	-1	185	100	#G	30501232	1	-1	185	100	#G	30501241	1	-1	185	100	#G	30501179	1	-1	801	100	#G	30501188	1	-1	801	100	#G	30501197	1	-1	801	100	#G	30501206	1	-1	801	100	#G	30501215	1	-1	801	100	#G	30501224	1	-1	801	100	#G	30501233	1	-1	801	100	#G	30501242	1	-1	801	100	#G	30501180	1	-1	4007	100	#G	30501189	1	-1	4007	100	#G	30501198	1	-1	4007	100	#G	30501207	1	-1	4007	100	#G	30501216	1	-1	4007	100	#G	30501225	1	-1	4007	100	#G	30501234	1	-1	4007	100	#G	30501243	1	-1	4007	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100
215	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501177	1	-1	36	100	#G	30501186	1	-1	36	100	#G	30501195	1	-1	36	100	#G	30501204	1	-1	36	100	#G	30501213	1	-1	36	100	#G	30501222	1	-1	36	100	#G	30501231	1	-1	36	100	#G	30501240	1	-1	36	100	#G	30501178	1	-1	185	100	#G	30501187	1	-1	185	100	#G	30501196	1	-1	185	100	#G	30501205	1	-1	185	100	#G	30501214	1	-1	185	100	#G	30501223	1	-1	185	100	#G	30501232	1	-1	185	100	#G	30501241	1	-1	185	100	#G	30501179	1	-1	801	100	#G	30501188	1	-1	801	100	#G	30501197	1	-1	801	100	#G	30501206	1	-1	801	100	#G	30501215	1	-1	801	100	#G	30501224	1	-1	801	100	#G	30501233	1	-1	801	100	#G	30501242	1	-1	801	100	#G	30501180	1	-1	4007	100	#G	30501189	1	-1	4007	100	#G	30501198	1	-1	4007	100	#G	30501207	1	-1	4007	100	#G	30501216	1	-1	4007	100	#G	30501225	1	-1	4007	100	#G	30501234	1	-1	4007	100	#G	30501243	1	-1	4007	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
